Issue ID,Request,labels
IPC7010100,The design of the loading animation should use more consistent iconography.,1
IPC701011,The imagery used in the mission statement [451] feels too heavy visually.,0
IPC701012,"We'd like to change the positioning of the testimonial module, following our recent strategy update.",1
IPC701013,"We'd like to change the animation on page scroll, to accommodate new messaging.",1
IPC701014,Please make more actionable the Careers page intro — let's test a variation with a stronger call-to-action.,2
IPC701015,Please change wording in the SEO meta description — current phrasing doesn't perform well in tests.,0
IPC701016,"Please add a animated explainer about product flow, in response to user research.",1
IPC701017,The structure of the newsletter popup introduces unnecessary complexity.,0
IPC701018,"We'd like to change the animation on page scroll, because our marketing direction has shifted slightly.",1
IPC701019,Please make more actionable the ‘Contact Us’ headline — current phrasing doesn't perform well in tests.,0
IPC70102,"Please add a pop-up alert for upcoming events, for better personalization.",2
IPC701020,"Please add a web accessibility toolbar, to reflect our updated brand identity.",1
IPC701021,"We'd like to change the hover behavior of the CTA buttons, as discussed in the latest alignment call.",1
IPC701022,The color usage in the footer [718] needs clearer visual structure.,1
IPC701023,Please simplify the value proposition in the banner — current phrasing doesn't perform well in tests.,0
IPC701024,The dropdown appearance doesn't reflect our updated brand values.,0
IPC701025,The divider lines between sections [950] detracts from the core messaging.,0
IPC701026,Please emphasize benefits over features the newsletter signup copy — SEO team suggested including 'digital strategy'.,2
IPC701027,"We'd like to change the animation on page scroll, even though it was previously approved.",1
IPC701028,Please change wording in the footer legal copy — mobile users are dropping off early on this section.,0
IPC701029,Please highlight user value in the Services overview paragraph — we're pivoting tone to be more conversational.,2
IPC70103,Please revise the form confirmation message — we want it to sound more personal and direct.,1
IPC701030,Please update to reflect our new tone the ‘Contact Us’ headline — mobile users are dropping off early on this section.,1
IPC701031,Please revise the CTA button label — current phrasing doesn't perform well in tests.,0
IPC701032,Please refocus the message in the footer legal copy — align this with what we say in the sales deck.,1
IPC701033,"Please add a new trust badge section, based on previous analytics review.",1
IPC701034,"Please add a language preference selector, as part of SEO improvement strategy.",1
IPC701035,The design of the call-to-action strip feels too heavy visually.,0
IPC701036,"Please add a product selector quiz, following competitor benchmarking.",1
IPC701037,Please align better with our brand voice in the CTA button label — we want it to sound more personal and direct.,2
IPC701038,Please update to reflect our new tone the value proposition in the banner — it currently duplicates info from another section.,1
IPC701039,The spacing in the FAQ module pushes the main CTA too far down the page.,0
IPC70104,Please optimize for SEO the ‘Contact Us’ headline — aim for clarity over cleverness.,1
IPC701040,The treatment of brand imagery [678] is not accessible for users with visual impairments.,0
IPC701041,The image usage on About page [170] looks outdated compared to competitors.,0
IPC701042,The icon usage in contact section [904] should be redesigned for better readability.,1
IPC701043,The imagery used in the mission statement [464] introduces unnecessary complexity.,0
IPC701044,The spacing in the FAQ module doesn’t pass accessibility color tests.,0
IPC701045,The typographic treatment of headers doesn't reflect our updated brand values.,0
IPC701046,The visual hierarchy on homepage could benefit from a cleaner aesthetic.,2
IPC701047,Please emphasize benefits over features the Services overview paragraph — align this with what we say in the sales deck.,1
IPC701048,Please make shorter for mobile the newsletter signup copy — we're pivoting tone to be more conversational.,1
IPC701049,The design consistency across subpages feels generic and unmemorable.,0
IPC70105,Please emphasize benefits over features the value proposition in the banner — we want it to sound more personal and direct.,2
IPC701050,Please replace jargon in the ‘Contact Us’ headline — SEO team suggested including 'digital strategy'.,1
IPC701051,The imagery used in the mission statement introduces unnecessary complexity.,0
IPC701052,Let’s add a music player that auto-plays when users land. (ref 1181),1
IPC701053,The presentation of numbers/statistics introduces unnecessary complexity.,0
IPC701054,Please update to reflect our new tone the blog post summaries — use simpler language for broader understanding.,1
